Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789539908,4,,Aggregated,2.600000,0.000000,10,10,12,13,14,16,22,23,23,23,23,74,0,10,10.20192401353376,3.564762999303639,22.678381001242087,35.0
1789539909,4,,Aggregated,2.600000,0.000000,10,10,12,13,14,16,22,23,23,23,23,75,0,10,10.229631400021995,3.564762999303639,22.678381001242087,35.0
1789539910,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,16,22,23,23,23,23,79,0,10,10.2905780633269,3.564762999303639,22.678381001242087,35.0
1789539911,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,22,23,23,23,23,82,0,10,10.321329951272297,3.564762999303639,22.678381001242087,35.0
1789539912,4,,Aggregated,2.500000,0.000000,10,11,13,13,14,15,22,23,23,23,23,84,0,10,10.400124892904776,3.564762999303639,22.678381001242087,35.0
1789539913,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,22,23,23,23,23,87,0,10,10.364751241395007,3.564762999303639,22.678381001242087,35.0
1789539914,4,,Aggregated,2.800000,0.000000,10,11,13,13,14,15,22,23,23,23,23,90,0,10,10.373324922208363,3.564762999303639,22.678381001242087,35.0
1789539915,4,,Aggregated,2.500000,0.000000,10,11,13,13,14,15,22,23,23,23,23,93,0,10,10.383792666650924,3.564762999303639,22.678381001242087,35.0
1789539916,4,,Aggregated,2.400000,0.000000,10,11,13,13,14,15,22,23,23,23,23,94,0,10,10.418166351050882,3.564762999303639,22.678381001242087,35.0
1789539917,4,,Aggregated,2.500000,0.000000,10,11,13,13,14,15,22,23,23,23,23,97,0,10,10.36973149481484,3.564762999303639,22.678381001242087,35.0
1789539918,4,,Aggregated,2.600000,0.000000,10,11,13,13,14,15,22,23,23,23,23,100,0,10,10.383860709971486,3.564762999303639,22.678381001242087,35.0
1789539919,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,102,0,10,10.339130313713765,3.564762999303639,22.678381001242087,35.0
1789539920,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,105,0,10,10.375741199996334,3.564762999303639,22.678381001242087,35.0
1789539921,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,107,0,10,10.352903429911663,3.564762999303639,22.678381001242087,35.0
1789539922,4,,Aggregated,2.700000,0.000000,10,11,12,13,14,15,20,22,23,23,23,110,0,10,10.26066676364611,3.564762999303639,22.678381001242087,35.0
1789539923,4,,Aggregated,2.700000,0.000000,10,11,12,13,14,15,20,22,23,23,23,112,0,10,10.234761312501307,3.564762999303639,22.678381001242087,35.0
1789539924,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,114,0,10,10.206312078959233,3.564762999303639,22.678381001242087,35.0
1789539925,4,,Aggregated,2.700000,0.000000,10,11,12,13,14,15,20,22,23,23,23,118,0,10,10.156393754263942,3.564762999303639,22.678381001242087,35.0
1789539926,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,120,0,10,10.129586391697861,3.564762999303639,22.678381001242087,35.0
1789539927,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,123,0,10,10.053604569152894,3.322050999486237,22.678381001242087,35.0
1789539928,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,126,0,10,9.972896301636837,3.322050999486237,22.678381001242087,35.0
1789539929,4,,Aggregated,2.400000,0.000000,10,11,12,13,14,15,20,22,23,23,23,128,0,10,9.940614570354,3.322050999486237,22.678381001242087,35.0
1789539930,4,,Aggregated,2.600000,0.000000,10,11,12,13,14,15,20,22,23,23,23,131,0,10,9.91127497715356,3.322050999486237,22.678381001242087,35.0
1789539931,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,134,0,10,9.934980776173987,3.322050999486237,22.678381001242087,35.0
1789539932,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,136,0,10,9.965589375055702,3.322050999486237,22.678381001242087,35.0
1789539933,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,140,0,10,9.784365550058283,2.857164001397905,22.678381001242087,35.0
1789539934,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,140,0,10,9.784365550058283,2.857164001397905,22.678381001242087,35.0
1789539935,4,,Aggregated,2.500000,0.000000,10,11,12,13,14,15,20,22,23,23,23,144,0,10,9.84195070840441,2.857164001397905,22.678381001242087,35.0
1789539936,4,,Aggregated,2.700000,0.000000,9,11,12,13,14,15,20,22,23,23,23,147,0,9,9.778958625915669,2.857164001397905,22.678381001242087,35.0
1789539937,4,,Aggregated,2.700000,0.000000,10,11,12,13,14,15,20,22,23,23,23,148,0,9,9.778286432486533,2.857164001397905,22.678381001242087,35.0
1789539938,4,,Aggregated,2.500000,0.000000,9,11,12,13,14,15,20,22,23,23,23,152,0,9,9.756890467171711,2.857164001397905,22.678381001242087,35.0
