comparison,feature,E13-D1_min,E13-D1_q1,E13-D1_median,E13-D1_mean,E13-D1_q3,E13-D1_max,E13-D1_std,E4-frozen-DDoS_min,E4-frozen-DDoS_q1,E4-frozen-DDoS_median,E4-frozen-DDoS_mean,E4-frozen-DDoS_q3,E4-frozen-DDoS_max,E4-frozen-DDoS_std,absolute_median_difference,pooled_standardized_median_difference,robust_median_distance,E13-D2_min,E13-D2_q1,E13-D2_median,E13-D2_mean,E13-D2_q3,E13-D2_max,E13-D2_std,E10-Session-11_min,E10-Session-11_q1,E10-Session-11_median,E10-Session-11_mean,E10-Session-11_q3,E10-Session-11_max,E10-Session-11_std
E13-D2 vs E10-Session-11,bwd_packet_length_mean,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.114764267990076,55.0,55.0,27.284643109320545,0.0,0.0,0.0,27.36284289276808,55.0,55.0,27.461865801618853
E13-D2 vs E10-Session-11,bwd_packet_length_std,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43.60550596932915,88.22320556640625,88.22320556640625,43.96033732298542,0.0,0.0,0.0,43.95198537406484,88.223206,88.223206,44.09365086444047
E13-D2 vs E10-Session-11,flow_bytes_s,,,,,,,,,,,,,,,30914.2136484375,0.24190445720034665,0.9446878930617731,0.0,0.0,1810.0478515625,35518.760679859384,46689.5703125,5833333.5,152652.28393881672,0.0,0.0,32724.2615,89630.81700629723,177316.5475,327850.88,96749.5500668123
E13-D2 vs E10-Session-11,flow_packets_s,,,,,,,,,,,,,,,4028.782908203125,0.01711819562756865,1.745068678997861,7.568096160888672,555.2030639648438,1341.381591796875,47605.36048957789,3769.520751953125,2000000.0,222454.2212505967,602.27356,3767.9992,5370.1645,102090.05765897986,21276.596,2000000.0,247576.69471305225
E13-D2 vs E10-Session-11,flow_iat_mean,,,,,,,,,,,,,,,743.3332959765626,0.12243379288050149,6.539588922386505,0.0,377.0,978.6666564941406,2695.383911416785,2351.2500610351562,151009.859375,8580.942506333931,0.0,76.75,235.33333,268.26633307980046,332.29167,2343.0,298.31455019567426
E13-D2 vs E10-Session-11,flow_iat_std,,,,,,,,,,,,,,,51.66235528320313,0.0033615825534971454,1.493231563996352,0.0,0.0,86.26004028320312,2613.8186254430348,1665.4920043945312,398241.8125,21732.950234981905,0.0,0.0,34.597685,134.2575517182045,197.83646,3367.0723,241.1572817341157
E13-D2 vs E10-Session-11,flow_iat_max,,,,,,,,,,,,,,,2259.0,0.054887424696445565,8.111310592459605,0.0,566.25,2643.5,8410.10794044665,7282.0,1054136.0,58200.89165075589,0.0,76.75,384.5,481.05610972568576,625.5,9508.0,669.486663499038
E13-D2 vs E10-Session-11,flow_iat_min,,,,,,,,,,,,,,,110.0,0.04896852694781544,22.0,0.0,0.0,115.0,1519.4559553349875,805.25,31798.0,3163.061733809314,0.0,0.0,5.0,118.33915211970074,106.75,2343.0,295.1846535876099
E13-D2 vs E10-Session-11,fwd_iat_total,,,,,,,,,,,,,,,2698.5,0.06561082992354816,5.96353591160221,0.0,633.25,3257.0,8633.253722084368,7850.75,1054723.0,58159.17480534991,0.0,18.0,558.5,632.2955112219452,883.25,12964.0,824.6598761402522
E13-D2 vs E10-Session-11,fwd_iat_mean,,,,,,,,,,,,,,,1476.5,0.11210568286337996,6.940070505287896,0.0,404.75,1778.0,4231.301667054889,4903.125,351574.34375,18622.083433657972,0.0,18.0,301.5,345.90407344139646,471.0,4321.3335,384.5055312833912
E13-D2 vs E10-Session-11,fwd_iat_std,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3844.5124798122765,2462.1159057617188,608436.3125,32649.239655262623,0.0,0.0,0.0,223.128010694015,427.0925,5792.095,342.7188620262347
E13-D2 vs E10-Session-11,fwd_iat_max,,,,,,,,,,,,,,,2051.5,0.05000955557027809,5.651515151515151,0.0,581.25,2571.0,8145.2841191067,7244.75,1054136.0,58010.60428620848,0.0,18.0,519.5,515.3478802992519,746.75,10968.0,636.3320727365972
E13-D2 vs E10-Session-11,fwd_iat_min,,,,,,,,,,,,,,,612.5,0.2809550603126107,29.166666666666668,0.0,266.25,633.5,1817.6327543424318,1221.25,31798.0,3066.4009732881236,0.0,5.0,21.0,181.48254364089775,215.75,2343.0,320.2228863593736
E13-D2 vs E10-Session-11,bwd_iat_total,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4475.4100496277915,5870.0,161128.0,11555.712111481902,0.0,0.0,0.0,779.2294264339153,1356.75,12173.0,1052.3900008265095
E13-D2 vs E10-Session-11,bwd_iat_mean,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1445.1771587438086,1950.25,52398.33203125,3453.2711798697096,0.0,0.0,0.0,257.9024316832918,451.91666499999997,4057.6667,342.41292426706667
E13-D2 vs E10-Session-11,bwd_iat_std,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2176.296955610327,2647.4623413085938,87472.03125,5850.370453708395,0.0,0.0,0.0,257.50210681421447,416.9788025,4735.3584,390.369237514202
E13-D2 vs E10-Session-11,bwd_iat_max,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4003.8585607940445,4925.5,154392.0,10977.428431476503,0.0,0.0,0.0,520.9451371571072,853.0,9508.0,767.9929576524702
E13-D2 vs E10-Session-11,bwd_iat_min,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41.937344913151364,0.0,2176.0,142.54981960283095,0.0,0.0,0.0,30.31920199501247,0.0,953.0,93.56472309904437
E13-D2 vs E10-Session-11,fwd_psh_flags,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.003101736972704715,0.0,1.0,0.0556240557435891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,bwd_psh_flags,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,fwd_urg_flags,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,bwd_urg_flags,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,fwd_header_length,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,64.0,64.0,84.71960297766749,104.0,200.0,27.304809349682998,0.0,64.0,64.0,84.14962593516209,104.0,200.0,24.681492783100115
E13-D2 vs E10-Session-11,bwd_header_length,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,32.0,70.20347394540943,136.0,168.0,67.39349258862867,0.0,0.0,32.0,69.26683291770574,136.0,168.0,67.32700027468199
E13-D2 vs E10-Session-11,fwd_packets_s,,,,,,,,,,,,,,,1767.464197949219,0.007525121848250198,1.4877285354715912,0.0,308.6183853149414,692.5608520507812,46676.619283938526,2362.6920776367188,2000000.0,222020.64659773794,0.0,1731.35205,2460.02505,99761.31044973816,21052.63,2000000.0,247061.7592988096
E13-D2 vs E10-Session-11,bwd_packets_s,,,,,,,,,,,,,,,1156.2375521484375,0.3670495177054858,0.8372585114251897,0.0,0.0,224.74279022216797,722.018174130035,805.2342529296875,166666.671875,4248.908658963883,0.0,0.0,1380.98035,1310.3925241396507,2461.164175,5988.024,1338.9771433724702
E13-D2 vs E10-Session-11,min_packet_length,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,max_packet_length,,,,,,,,,,,,,,,35.0,0.37849336195157685,0.37849336195157685,0.0,0.0,35.0,91.98511166253101,185.0,185.0,92.38628201245223,0.0,0.0,0.0,92.26932668329177,185.0,185.0,92.55743451198941
E13-D2 vs E10-Session-11,packet_length_mean,,,,,,,,,,,,,,,11.666666984558105,0.6336413541347489,0.6336413541347489,0.0,0.0,11.666666984558105,18.22201288604263,37.375,37.375,18.307205609177974,0.0,0.0,0.0,18.431422940149623,37.375,37.375,18.516397043003472
E13-D2 vs E10-Session-11,packet_length_std,,,,,,,,,,,,,,,20.207260131835938,0.6164739173311096,0.6164739173311096,0.0,0.0,20.207260131835938,32.56643343208445,66.02583312988281,66.02583312988281,32.670496151184516,0.0,0.0,0.0,32.77573825187032,66.02583,66.02583,32.886698179733784
E13-D2 vs E10-Session-11,packet_length_variance,,,,,,,,,,,,,,,408.3333435058594,0.18956548666836492,0.18956548666836492,0.0,0.0,408.3333435058594,2127.2717596579428,4359.41064453125,4359.41064453125,2144.766943593744,0.0,0.0,0.0,2154.4355501246887,4359.4106,4359.4106,2163.2912495375626
E13-D2 vs E10-Session-11,fin_flag_count,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,syn_flag_count,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.003101736972704715,0.0,1.0,0.0556240557435891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,rst_flag_count,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,psh_flag_count,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.49627791563275436,1.0,1.0,0.5001413006385966,0.0,0.0,0.0,0.49875311720698257,1.0,1.0,0.5003104568215645
E13-D2 vs E10-Session-11,ack_flag_count,,,,,,,,,,,,,,,0.5,0.999542649540388,1.0,0.0,0.0,1.0,0.5031017369727047,1.0,1.0,0.5001455351914115,0.0,0.0,0.5,0.5,1.0,1.0,0.5003120125108648
E13-D2 vs E10-Session-11,urg_flag_count,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05459057071960298,0.0,1.0,0.2272498109656144,0.0,0.0,0.0,0.03740648379052369,0.0,1.0,0.18987414678763523
E13-D2 vs E10-Session-11,cwe_flag_count,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,ece_flag_count,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,down_up_ratio,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.5508684863523573,1.0,3.0,0.5025254557906822,0.0,0.0,1.0,0.5349127182044888,1.0,1.0,0.4990908637212571
E13-D2 vs E10-Session-11,average_packet_size,,,,,,,,,,,,,,,17.5,0.8328356460617394,0.8328356460617394,0.0,0.0,17.5,20.789031866466438,42.71428680419922,42.71428680419922,20.88378700968203,0.0,0.0,0.0,21.03566191396509,42.714287,42.714287,21.140526970195147
E13-D2 vs E10-Session-11,avg_fwd_segment_size,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.637417558405003,26.33333396911621,35.0,12.792545450624608,0.0,0.0,0.0,12.838321168329179,26.333334,26.333334,12.951223381056673
E13-D2 vs E10-Session-11,avg_bwd_segment_size,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.114764267990076,55.0,55.0,27.284643109320545,0.0,0.0,0.0,27.36284289276808,55.0,55.0,27.461865801618853
E13-D2 vs E10-Session-11,fwd_header_length.1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,64.0,64.0,84.71960297766749,104.0,200.0,27.304809349682998,0.0,64.0,64.0,84.14962593516209,104.0,200.0,24.681492783100115
E13-D2 vs E10-Session-11,fwd_avg_bytes_bulk,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,fwd_avg_packets_bulk,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,fwd_avg_bulk_rate,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,bwd_avg_bytes_bulk,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,bwd_avg_packets_bulk,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,bwd_avg_bulk_rate,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,subflow_fwd_packets,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2.0,2.522952853598015,3.0,6.0,0.7399862197858278,1.0,2.0,2.0,2.5074812967581046,3.0,6.0,0.6519490726143499
E13-D2 vs E10-Session-11,subflow_fwd_bytes,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,0.0,0.0,0.0,39.401496259351624,79.0,79.0,39.52452608890359
E13-D2 vs E10-Session-11,subflow_bwd_packets,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0688585607940446,4.0,5.0,1.9824425960539689,0.0,0.0,1.0,2.039900249376559,4.0,5.0,1.9795216234491628
E13-D2 vs E10-Session-11,subflow_bwd_bytes,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,109.24627791563276,220.0,220.0,109.97674611063124,0.0,0.0,0.0,109.72568578553616,220.0,220.0,110.06830050074417
E13-D2 vs E10-Session-11,init_win_bytes_forward,,,,,,,,,,,,,,,2.0,6.24820828329602e-05,0.015625,-1.0,251.0,255.0,32007.1935483871,64240.0,64240.0,32003.67534576696,-1.0,251.0,253.0,32165.403990024937,64240.0,64240.0,32014.67570631722
E13-D2 vs E10-Session-11,init_win_bytes_backward,,,,,,,,,,,,,,,0.0,0.0,0.0,-1.0,-1.0,255.0,141.26550868486353,255.0,255.0,127.21500044843579,-1.0,-1.0,255.0,136.571072319202,255.0,255.0,127.71638976978434
E13-D2 vs E10-Session-11,act_data_pkt_fwd,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.49627791563275436,1.0,1.0,0.5001413006385966,0.0,0.0,0.0,0.49875311720698257,1.0,1.0,0.5003104568215645
E13-D2 vs E10-Session-11,min_seg_size_forward,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,32.0,32.0,31.98759305210918,32.0,44.0,0.8513879787763222,0.0,32.0,32.0,31.960099750623442,32.0,32.0,1.1299592824743179
E13-D2 vs E10-Session-11,active_mean,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,active_std,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,active_max,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,active_min,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,idle_mean,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,idle_std,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,idle_max,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D2 vs E10-Session-11,idle_min,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D1 vs E13-D2,destination_port,8080.0,8080.0,8080.0,8180.679151061174,8080.0,56180.0,2050.793372862629,,,,,,,,0.0,0.0,0.0,0.0,8080.0,8080.0,8322.87841191067,8080.0,60242.0,3363.692396039822,,,,,,,
E13-D1 vs E13-D2,flow_duration,0.0,230.0,1590.0,2395.5118601747813,2474.0,211919.0,11118.965239520792,,,,,,,,2433.0,0.05781656131148338,0.6753643155097961,0.0,784.5,4023.0,9454.515508684863,8457.75,1057069.0,58464.10702763856,,,,,,,
E13-D1 vs E13-D2,total_fwd_packets,1.0,2.0,2.0,2.5268414481897628,3.0,6.0,0.6907178411478164,,,,,,,,0.0,0.0,0.0,1.0,2.0,2.0,2.522952853598015,3.0,6.0,0.7399862197858278,,,,,,,
E13-D1 vs E13-D2,total_backward_packets,0.0,0.0,1.0,2.056179775280899,4.0,5.0,1.9863508974097324,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0688585607940446,4.0,5.0,1.9824425960539689,,,,,,,
E13-D1 vs E13-D2,total_length_of_fwd_packets,0.0,0.0,0.0,39.647940074906366,79.0,158.0,39.917206802034684,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,,,,,,,
E13-D1 vs E13-D2,total_length_of_bwd_packets,0.0,0.0,0.0,109.86267166042447,220.0,220.0,110.06864275239025,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,109.24627791563276,220.0,220.0,109.97674611063124,,,,,,,
E13-D1 vs E13-D2,fwd_packet_length_max,0.0,0.0,0.0,39.45068664169788,79.0,79.0,39.524648988358315,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,,,,,,,
E13-D1 vs E13-D2,fwd_packet_length_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.043424317617866005,0.0,35.0,1.2324397330889272,,,,,,,
E13-D1 vs E13-D2,fwd_packet_length_mean,0.0,0.0,0.0,12.79846054129535,26.33333396911621,39.5,12.942518714876476,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.637417558405003,26.33333396911621,35.0,12.792545450624608,,,,,,,
E13-D1 vs E13-D2,fwd_packet_length_std,0.0,0.0,0.0,22.415109560581925,45.61067199707031,45.61067199707031,22.50947886298801,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.205807347451486,45.61067199707031,45.61067199707031,22.37644301457407,,,,,,,
E13-D1 vs E13-D2,bwd_packet_length_max,0.0,0.0,0.0,92.38451935081149,185.0,185.0,92.55772231450999,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,91.87655086848635,185.0,185.0,92.47375668665966,,,,,,,
E13-D1 vs E13-D2,bwd_packet_length_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.06513647642679901,0.0,35.0,1.5089554042949556,,,,,,,
E13-D1 vs E13-D2,bwd_packet_length_mean,0.0,0.0,0.0,27.30087390761548,55.0,55.0,27.38422194869394,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,27.114764267990076,55.0,55.0,27.284643109320545,,,,,,,
E13-D1 vs E13-D2,bwd_packet_length_std,0.0,0.0,0.0,43.937310798635494,88.22320556640625,88.22320556640625,44.03014982598239,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43.60550596932915,88.22320556640625,88.22320556640625,43.96033732298542,,,,,,,
E13-D1 vs E13-D2,flow_bytes_s,0.0,0.0,6905.15234375,65688.98678477545,127532.66796875,278139.53125,73804.40330262762,,,,,,,,5095.1044921875,0.042496249079704285,2.8149003982543945,0.0,0.0,1810.0478515625,35518.760679859384,46689.5703125,5833333.5,152652.28393881672,,,,,,,
E13-D1 vs E13-D2,flow_packets_s,37.75027084350586,2360.087646484375,3597.122314453125,86481.1739965043,8658.1708984375,2000000.0,273813.4191318558,,,,,,,,2255.74072265625,0.00904252752661705,2.2307891845703125,7.568096160888672,555.2030639648438,1341.381591796875,47605.36048957789,3769.520751953125,2000000.0,222454.2212505967,,,,,,,
E13-D1 vs E13-D2,flow_iat_mean,0.0,206.0,349.0,628.9126933427636,531.6666870117188,30274.142578125,1691.7611846813297,,,,,,,,629.6666259765625,0.1018146350979805,0.8940953016281128,0.0,377.0,978.6666564941406,2695.383911416785,2351.2500610351562,151009.859375,8580.942506333931,,,,,,,
E13-D1 vs E13-D2,flow_iat_std,0.0,0.0,89.80255889892578,524.0897656058551,321.28179931640625,78858.125,4147.936730590698,,,,,,,,3.5425186157226562,0.00022643264674115926,0.04106789827346802,0.0,0.0,86.26004028320312,2613.8186254430348,1665.4920043945312,398241.8125,21732.950234981905,,,,,,,
E13-D1 vs E13-D2,flow_iat_max,0.0,229.0,646.0,1707.5505617977528,1338.0,208985.0,10945.160751001002,,,,,,,,1997.5,0.04770074784755707,0.8315986394882202,0.0,566.25,2643.5,8410.10794044665,7282.0,1054136.0,58200.89165075589,,,,,,,
E13-D1 vs E13-D2,flow_iat_min,0.0,0.0,5.0,310.27590511860177,230.0,4621.0,680.2548401380258,,,,,,,,110.0,0.048081930726766586,0.95652174949646,0.0,0.0,115.0,1519.4559553349875,805.25,31798.0,3163.061733809314,,,,,,,
E13-D1 vs E13-D2,fwd_iat_total,0.0,142.0,854.0,1718.1460674157304,1666.0,210490.0,10697.596855947957,,,,,,,,2403.0,0.05746791139245033,0.791632354259491,0.0,633.25,3257.0,8633.253722084368,7850.75,1054723.0,58159.17480534991,,,,,,,
E13-D1 vs E13-D2,fwd_iat_mean,0.0,142.0,455.5,868.280129117168,920.5,70163.3359375,3586.9019845309253,,,,,,,,1322.5,0.09862158447504044,0.8191390633583069,0.0,404.75,1778.0,4231.301667054889,4903.125,351574.34375,18622.083433657972,,,,,,,
E13-D1 vs E13-D2,fwd_iat_std,0.0,0.0,0.0,640.3424452969643,486.4894714355469,120256.296875,6092.797686816144,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3844.5124798122765,2462.1159057617188,608436.3125,32649.239655262623,,,,,,,
E13-D1 vs E13-D2,fwd_iat_max,0.0,142.0,736.0,1501.3645443196006,1208.0,208985.0,10603.638908386185,,,,,,,,1835.0,0.044005509465932846,0.7402178049087524,0.0,581.25,2571.0,8145.2841191067,7244.75,1054136.0,58010.60428620848,,,,,,,
E13-D1 vs E13-D2,fwd_iat_min,0.0,6.0,181.0,453.1298377028714,630.0,4621.0,671.1950894643812,,,,,,,,452.5,0.20386482775211334,1.0851318836212158,0.0,266.25,633.5,1817.6327543424318,1221.25,31798.0,3066.4009732881236,,,,,,,
E13-D1 vs E13-D2,bwd_iat_total,0.0,0.0,0.0,1905.0948813982523,1957.0,210805.0,11074.998536048948,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4475.4100496277915,5870.0,161128.0,11555.712111481902,,,,,,,
E13-D1 vs E13-D2,bwd_iat_mean,0.0,0.0,0.0,627.039845975002,651.0,70268.3359375,3678.7072883617807,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1445.1771587438086,1950.25,52398.33203125,3453.2711798697096,,,,,,,
E13-D1 vs E13-D2,bwd_iat_std,0.0,0.0,0.0,867.5797980269243,674.0521850585938,120926.1640625,6317.2358913919825,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2176.296955610327,2647.4623413085938,87472.03125,5850.370453708395,,,,,,,
E13-D1 vs E13-D2,bwd_iat_max,0.0,0.0,0.0,1601.430711610487,1367.0,209639.0,10995.646393709903,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4003.8585607940445,4925.5,154392.0,10977.428431476503,,,,,,,
E13-D1 vs E13-D2,bwd_iat_min,0.0,0.0,0.0,31.544319600499374,0.0,1014.0,98.13182891303784,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41.937344913151364,0.0,2176.0,142.54981960283095,,,,,,,
E13-D1 vs E13-D2,fwd_psh_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.003101736972704715,0.0,1.0,0.0556240557435891,,,,,,,
E13-D1 vs E13-D2,bwd_psh_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D1 vs E13-D2,fwd_urg_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D1 vs E13-D2,bwd_urg_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D1 vs E13-D2,fwd_header_length,32.0,64.0,64.0,84.85393258426966,104.0,200.0,25.670408793793086,,,,,,,,0.0,0.0,0.0,0.0,64.0,64.0,84.71960297766749,104.0,200.0,27.304809349682998,,,,,,,
E13-D1 vs E13-D2,bwd_header_length,0.0,0.0,32.0,69.79275905118602,136.0,168.0,67.53963279070386,,,,,,,,0.0,0.0,0.0,0.0,0.0,32.0,70.20347394540943,136.0,168.0,67.39349258862867,,,,,,,
E13-D1 vs E13-D2,fwd_packets_s,0.0,1165.9541015625,1703.5775146484375,84815.31186262409,7874.015625,2000000.0,273193.9490394999,,,,,,,,1011.0166625976562,0.004061518236994743,2.107301712036133,0.0,308.6183853149414,692.5608520507812,46676.619283938526,2362.6920776367188,2000000.0,222020.64659773794,,,,,,,
E13-D1 vs E13-D2,bwd_packets_s,0.0,0.0,948.7666015625,1018.063074288148,1857.01025390625,9090.9091796875,1111.6492649874597,,,,,,,,724.0238037109375,0.23313802480697632,3.2215662002563477,0.0,0.0,224.74279022216797,722.018174130035,805.2342529296875,166666.671875,4248.908658963883,,,,,,,
E13-D1 vs E13-D2,min_packet_length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D1 vs E13-D2,max_packet_length,0.0,0.0,0.0,92.38451935081149,185.0,185.0,92.55772231450999,,,,,,,,35.0,0.3784928023815155,1.0,0.0,0.0,35.0,91.98511166253101,185.0,185.0,92.38628201245223,,,,,,,
E13-D1 vs E13-D2,packet_length_mean,0.0,0.0,0.0,18.37775094440665,37.375,42.0,18.46080835412133,,,,,,,,11.666666984558105,0.6346040964126587,1.0,0.0,0.0,11.666666984558105,18.22201288604263,37.375,37.375,18.307205609177974,,,,,,,
